Name*Surname*Surname1*Surname2*account*Dni*Delegation*Departament*Enabled*Password*ExpirationAccount*Email*NetTime*Computer*Path*Group*Teletrabajo
ANTONIO*ALABAU VALENCIA*ALABAU*VALENCIA*AALABAUV*12345701-X*Altamira*Dep-Soporte*S*Altamira-default951!*45*alabauvalenciaantonio@altamira.com*L-D,09:00-17:00*UD24-Soporte-02*OU=Dep-Soporte,dc=altamira,dc=mylocal*SI-GG-DepSoporte*S
CLAUDIO*GOMIS CAMPOS*GOMIS*CAMPOS*CGOMISC*12345702-Y*Altamira*Dep-Soporte*S*Altamira-default951!*45*gomiscamposclaudio@altamira.com*L-D,09:00-17:00*UD24-Soporte-03*OU=Dep-Soporte,dc=altamira,dc=mylocal*SI-GG-DepSoporte*N
SUSANA*VALENCIA MONCHO*VALENCIA*MONCHO*SVALENCIAM*12345703-Z*Altamira*Dep-Gerencia*S*Altamira-default951!*45*valenciamonchosusana@altamira.com*L-D,07:00-23:00*W11-Gerencia-01*OU=Dep-Gerencia,dc=altamira,dc=mylocal*SI-GG-DepGerencia*N
PEDRO*CHAVES ALABAU*CHAVES*ALABAU*PCHAVESA*12345704-A*Altamira*Dep-Gerencia*S*Altamira-default951!*45*chavesalabaupedro@altamira.com*L-D,07:00-23:00*W11-Gerencia-02*OU=Dep-Gerencia,dc=altamira,dc=mylocal*SI-GG-DepGerencia*N
PIEDAD*ALBA GOMIS*ALBA*GOMIS*PALBAG*12345705-B*Altamira*Dep-Gerencia*S*Altamira-default951!*45*albagomispiedad@altamira.com*L-D,07:00-23:00*W11-Gerencia-03*OU=Dep-Gerencia,dc=altamira,dc=mylocal*SI-GG-DepGerencia*N
MANUEL*CARVALHO VALENCIA*CARVALHO*VALENCIA*MCARVALHOV*12345706-C*Altamira*Dep-Gerencia*S*Altamira-default951!*45*carvalhovalenciamanuel@altamira.com*L-D,07:00-23:00*W11-Gerencia-04*OU=Dep-Gerencia,dc=altamira,dc=mylocal*SI-GG-DepGerencia*N
JAVIER*CAMPOS VARGAS*CAMPOS*VARGAS*JCAMPOSV*12345707-D*Altamira*Dep-Gerencia*S*Altamira-default951!*45*camposvargasjavier@altamira.com*L-D,07:00-23:00*W11-Gerencia-05*OU=Dep-Gerencia,dc=altamira,dc=mylocal*SI-GG-DepGerencia*N
EVA*MONCHO CARVALHO*MONCHO*CARVALHO*EMONCHOC*12345708-E*Altamira*Dep-Gerencia*S*Altamira-default951!*45*monchocarvalhoeva@altamira.com*L-D,07:00-23:00*W11-Gerencia-06*OU=Dep-Gerencia,dc=altamira,dc=mylocal*SI-GG-DepGerencia*N
RODRIGO*CHAVES CAMPOS*CHAVES*CAMPOS*RCHAVESC*12345709-F*Altamira*Dep-Gerencia*S*Altamira-default951!*45*chavescamposrodrigo@altamira.com*L-D,07:00-23:00*W11-Gerencia-07*OU=Dep-Gerencia,dc=altamira,dc=mylocal*SI-GG-DepGerencia*N
JOHANN*ALBA CHAVES*ALBA*CHAVES*JALBAC*12345710-G*Altamira*Dep-Gerencia*S*Altamira-default951!*45*albachavesjohann@altamira.com*L-D,07:00-23:00*W11-Gerencia-08*OU=Dep-Gerencia,dc=altamira,dc=mylocal*SI-GG-DepGerencia*N
BENITO*APARICIO ROJALES*APARICIO*ROJALES*BAPARICIOR*12345711-H*Altamira*Dep-Gerencia*S*Altamira-default951!*45*apariciorojalesbenito@altamira.com*L-D,07:00-23:00*W11-Gerencia-09*OU=Dep-Gerencia,dc=altamira,dc=mylocal*SI-GG-DepGerencia*N
JORGE*BUSTOS MUÑOZ*BUSTOS*MUÑOZ*JBUSTOSM*12345712-H*Altamira*Dep-Informatica*S*Altamira-default951!*45*bustosmuñozjorge@altamira.com*L-D,08:00-15:00*UD24-Informatica-01*OU=Dep-Informatica,dc=altamira,dc=mylocal*SI-GG-DepInformatica*N
BEATRIZ*CANAVARO PORTA*CANAVARO*PORTA*BCANAVAROP*12345713-H*Altamira*Dep-Informatica*S*Altamira-default951!*45*canavaroportabeatriz@altamira.com*L-D,08:00-15:00*UD24-Informatica-02*OU=Dep-Informatica,dc=altamira,dc=mylocal*SI-GG-DepInformatica*S
JESU*COMI CLANDIA*COMI*CLANDIA*JCOMIC*12345695-R*Altamira*Dep-Informatica*S*Altamira-default951!*45*comiclandiajesu@altamira.com*L-D,08:00-15:00*UD24-Informatica-03*OU=Dep-Informatica,dc=altamira,dc=mylocal*SI-GG-DepInformatica*N
